Anio,Trimestre,Provincia,ADSL,Cablemodem,fibra_optica,Wireless,otras_tecnologias,accesos_hogares,banda_ancha,dial_up,velocidad_512kpbs,velocidad_1Mbps,velocidad_6Mbps,velocidad_10Mbps,velocidad_20Mbps,velocidad_30Mbps,velocidad_mas30Mbps,velocidad_otros,velocidad_bajada
2021,2,Santa Fe,257,432,90,44,18,7507,840,151.0,467.0,896.0,202.018,204.077,80.452,75.195,262.124,15.371,3.07
2021,2,Santiago Del Estero,21,84,909,5,4,4656,114,1.0,123.0,909.0,32.034,62.224,10.359,811.0,6.064,1.566,1.272
2021,2,Tierra Del Fuego,13,23,6,14,316,6789,35,289.0,17.0,0.0,21.335,6.913,4.58,476.0,889.0,1.483,859.0
2021,2,Tucumán,110,48,72,2,743,5493,233,25.0,32.0,97.0,40.224,51.648,23.732,5.022,109.616,2.68,4.031
2021,1,Buenos Aires,630,2,822,99,58,6911,4,5.0,36.939,31.187,1108.368,240.52,163.747,222.061,2246.313,10.867,5.079
2021,1,Capital Federal,160,1,40,6,29,10842,1,1.0,135.0,244.0,159.662,76.753,56.457,83.255,1003.041,126.0,6.829
2021,1,Catamarca,26,4,19,322,2,4890,52,1.0,71.0,0.0,7.423,8.455,10.115,712.0,22.996,2.196,3.997
2021,1,Chaco,43,61,25,8,2,4314,140,3.0,301.0,112.0,24.357,22.102,27.556,14.496,42.462,8.384,3.363
2021,1,Chubut,46,41,3,24,19,6899,132,825.0,106.0,109.0,86.986,21.401,15.392,2.844,1.112,4.39,753.0
2021,1,Córdoba,260,445,135,54,17,7859,911,55.0,93.0,2.386,211.799,135.092,74.659,71.984,402.191,12.677,3.617
2021,1,Corrientes,49,63,3,6,5,4266,127,3.0,67.0,527.0,31.544,26.223,26.169,9.001,27.641,5.453,2.599
2021,1,Entre Ríos,84,118,17,21,12,6044,252,13.0,105.0,2.911,67.255,56.06,42.432,15.774,54.6,12.826,2.387
2021,1,Formosa,21,11,3,16,380,3273,51,0.0,56.0,0.0,22.409,7.569,7.916,1.215,9.579,1.942,2.098
2021,1,Jujuy,32,54,17,3,4,5563,110,0.0,49.0,175.0,23.735,17.293,40.649,568.0,25.609,2.378,2.678
2021,1,La Pampa,9,59,16,12,1,8178,97,116.0,298.0,554.0,68.2,7.864,7.611,2.786,7.368,2.424,1.073
2021,1,La Rioja,17,35,1,250,30,4981,53,3.0,18.0,1.0,36.749,5.968,4.604,215.0,5.074,-1.0,1.27
2021,1,Mendoza,92,69,39,18,833,3915,218,615.0,28.0,40.0,134.386,11.216,52.533,4.061,16.615,44.0,1.26
2021,1,Misiones,48,82,7,5,7,4317,149,0.0,51.0,524.0,40.949,25.503,27.101,14.05,32.953,8.256,2.508
2021,1,Neuquén,30,70,14,18,632,6684,133,373.0,116.0,327.0,56.171,8.443,5.903,5.677,50.84,5.758,3.424
2021,1,Río Negro,49,42,18,14,18,6088,141,501.0,125.0,466.0,70.011,4.187,13.045,3.642,29.589,20.103,2.192
2021,1,Salta,55,89,31,6,6,5393,188,2.0,109.0,20.0,40.785,68.149,9.164,8.139,54.889,6.319,2.732
2021,1,San Juan,40,12,7,11,8,3906,78,256.0,25.0,194.0,60.439,858.0,11.494,340.0,276.0,4.641,691.0
2021,1,San Luis,8,11,28,64,36,8124,119,148.0,58.0,0.0,11.889,2.926,4.429,62.913,22.0,36.917,2.159
2021,1,Santa Cruz,12,23,6,4,390,4165,46,197.0,50.0,0.0,30.655,8.334,6.987,1.337,647.0,-1.945,750.0
2021,1,Santa Fe,277,421,71,39,18,7392,826,137.0,518.0,891.0,201.632,204.458,91.846,65.476,236.924,24.382,2.813
2021,1,Santiago Del Estero,26,76,570,5,4,4567,112,1.0,123.0,909.0,33.884,58.464,8.549,700.0,4.868,4.144,1.158
2021,1,Tierra Del Fuego,13,27,6,0,316,7735,40,289.0,17.0,0.0,21.379,1.468,4.317,486.0,919.0,11.836,873.0
2021,1,Tucumán,147,12,70,2,740,5482,232,22.0,29.0,97.0,42.81,53.416,25.255,4.188,103.437,2.68,3.798
2020,4,Buenos Aires,636,2,805,93,58,6898,4,5.0,36.939,31.197,1109.865,242.243,214.171,213.588,2176.242,9.016,5.001
2020,4,Capital Federal,163,1,40,5,29,10831,1,1.0,135.0,244.0,160.21,78.123,60.208,80.269,1000.073,268.0,6.733
2020,4,Catamarca,27,5,18,322,2,4941,52,1.0,71.0,0.0,8.843,8.74,11.436,591.0,20.406,2.309,3.765
2020,4,Chaco,44,61,24,8,2,4303,139,3.0,301.0,112.0,24.782,22.479,26.802,15.701,40.949,7.965,3.245
2020,4,Chubut,46,40,3,23,19,6835,130,825.0,106.0,109.0,88.157,21.824,12.046,2.818,1.112,4.402,738.0
2020,4,Córdoba,267,439,126,53,18,7808,903,55.0,119.0,2.386,214.963,135.262,82.221,70.013,384.169,13.568,3.512
2020,4,Corrientes,50,61,3,6,5,4243,126,3.0,67.0,527.0,31.9,26.321,25.687,9.383,26.789,4.985,2.545
2020,4,Entre Ríos,86,114,16,20,12,5947,247,13.0,105.0,2.911,65.659,53.556,40.755,16.6,53.141,14.654,2.405
2020,4,Formosa,21,11,2,15,380,3249,50,0.0,56.0,0.0,23.54,7.606,7.181,1.197,8.946,1.68,1.97
2020,4,Jujuy,33,53,16,1,3,5346,106,0.0,49.0,182.0,23.772,14.379,44.93,446.0,19.282,2.811,2.521
2020,4,La Pampa,9,59,15,12,1,8177,97,116.0,298.0,554.0,70.184,8.124,6.562,2.396,6.257,2.52,988.0
2020,4,La Rioja,18,35,1,250,30,5011,53,3.0,18.0,1.0,36.906,6.06,4.633,181.0,4.979,0.0,1.253
2020,4,Mendoza,92,68,36,18,833,3863,215,615.0,28.0,40.0,146.312,11.172,40.396,3.378,11.557,2.57,1.109
2020,4,Misiones,49,80,7,4,7,4264,147,0.0,51.0,524.0,39.988,26.078,26.445,14.81,32.264,7.001,2.496
2020,4,Neuquén,30,71,14,18,632,6700,133,373.0,116.0,327.0,56.434,8.478,5.791,5.493,50.776,5.72,3.391
2020,4,Río Negro,49,42,18,14,18,6109,141,501.0,125.0,466.0,70.305,4.153,13.131,3.512,29.372,20.146,2.164
2020,4,Salta,57,88,31,6,6,5404,187,2.0,109.0,514.0,41.443,68.829,15.188,8.291,46.697,6.319,2.532
2020,4,San Juan,40,7,7,10,8,3632,72,256.0,25.0,194.0,61.316,740.0,5.126,332.0,275.0,4.588,641.0
2020,4,San Luis,8,12,27,63,36,8168,119,148.0,58.0,0.0,14.02,3.49,2.688,62.239,22.0,36.918,2.125
2020,4,Santa Cruz,12,20,1,5,3,3700,40,197.0,47.0,0.0,27.173,4.382,6.634,1.033,647.0,758.0,749.0
2020,4,Santa Fe,287,415,63,39,17,7358,821,137.0,518.0,891.0,206.372,203.793,94.246,65.145,226.246,23.602,2.729
2020,4,Santiago Del Estero,27,71,570,5,4,4375,107,1.0,123.0,909.0,34.518,57.59,4.666,411.0,4.52,3.932,1.128
2020,4,Tierra Del Fuego,13,26,6,0,316,7627,39,289.0,17.0,0.0,21.881,6.119,3.497,488.0,922.0,6.69,849.0
2020,4,Tucumán,149,11,68,2,740,5478,231,22.0,29.0,97.0,44.095,54.334,32.155,4.105,93.594,2.68,3.644
2020,3,Buenos Aires,654,2,749,94,56,6766,4,5.0,37.542,31.514,1113.823,234.71,219.772,194.248,2085.815,19.853,4.838
2020,3,Capital Federal,170,1,39,4,29,10768,1,1.0,264.0,312.0,162.222,85.083,68.753,78.028,977.766,247.0,6.381
2020,3,Catamarca,27,4,17,261,2,4716,50,1.0,63.0,0.0,8.276,8.768,11.195,562.0,18.886,2.154,3.654
2020,3,Chaco,46,59,21,7,2,4154,134,3.0,308.0,112.0,24.675,21.639,27.546,13.751,38.729,7.194,3.08
2020,3,Chubut,46,39,3,23,19,6834,129,825.0,158.0,109.0,87.559,22.114,12.217,2.818,1.11,3.942,740.0
2020,3,Córdoba,276,431,102,48,10,7522,867,55.0,168.0,3.064,218.599,124.833,84.236,63.823,361.021,11.728,3.351
2020,3,Corrientes,51,59,3,6,5,4175,123,3.0,72.0,527.0,35.19,23.315,25.308,8.615,25.344,5.02,2.385
2020,3,Entre Ríos,88,107,14,20,12,5819,241,13.0,130.0,2.911,66.648,51.478,40.797,14.377,49.395,15.759,2.243
2020,3,Formosa,22,10,2,15,393,3191,49,0.0,391.0,151.0,23.163,7.432,7.125,991.0,8.219,1.737,1.828
2020,3,Jujuy,33,58,11,952,4,5404,107,0.0,55.0,182.0,32.131,10.566,45.198,293.0,15.238,3.065,2.191
2020,3,La Pampa,9,57,15,12,1,7926,94,116.0,293.0,810.0,66.695,7.82,5.577,2.189,6.322,4.029,1.07
2020,3,La Rioja,17,35,1,250,35,5012,53,3.0,21.0,1.0,37.105,5.955,4.66,124.0,4.748,2.0,1.219
2020,3,Mendoza,92,65,33,18,868,3735,207,615.0,58.0,40.0,141.404,12.123,42.433,3.448,8.237,45.0,1.019
2020,3,Misiones,50,78,3,3,9,4160,143,0.0,71.0,524.0,39.005,24.215,25.942,13.663,30.987,8.779,2.414
2020,3,Neuquén,30,70,11,17,737,6524,129,373.0,218.0,327.0,60.463,6.561,5.975,5.449,49.439,803.0,3.146
2020,3,Río Negro,50,40,10,13,18,5705,131,501.0,114.0,466.0,68.986,3.769,7.096,3.455,28.488,19.093,2.108
2020,3,Salta,58,84,25,6,7,5232,181,2.0,129.0,514.0,32.78,64.736,15.99,7.928,43.773,14.996,2.526
2020,3,San Juan,40,9,6,14,8,3879,77,256.0,48.0,194.0,65.526,711.0,6.529,41.0,128.0,4.15,603.0
2020,3,San Luis,8,10,6,62,36,7996,116,148.0,105.0,0.0,12.199,3.351,2.666,61.319,8.0,36.917,2.085
2020,3,Santa Cruz,13,16,1,7,2,3595,39,197.0,66.0,0.0,26.888,4.015,6.73,629.0,120.0,833.0,665.0
2020,3,Santa Fe,295,406,46,37,19,7212,803,137.0,568.0,1.241,213.353,199.381,92.095,58.797,210.562,27.001,2.569
2020,3,Santiago Del Estero,26,71,555,4,4,4338,105,1.0,133.0,909.0,33.287,57.418,4.658,292.0,3.994,4.801,1.088
2020,3,Tierra Del Fuego,13,26,0,0,310,7681,39,289.0,11.0,0.0,22.094,5.414,3.726,481.0,937.0,6.992,851.0
2020,3,Tucumán,150,12,60,2,762,5323,224,22.0,52.0,97.0,45.913,54.61,33.126,3.246,84.195,2.637,3.484
2020,2,Buenos Aires,661,2,723,92,57,6522,4,5.0,37.542,31.606,1129.236,241.336,233.132,188.995,1894.466,21.233,4.566
2020,2,Capital Federal,179,1,39,4,29,10641,1,1.0,264.0,312.0,166.474,94.585,79.858,80.16,935.481,687.0,6.048
2020,2,Catamarca,27,4,15,261,2,4543,48,1.0,63.0,0.0,8.801,8.69,10.242,426.0,16.578,3.176,3.493
2020,2,Chaco,47,56,17,6,2,3983,128,3.0,308.0,928.0,24.35,21.14,29.044,12.082,33.311,6.969,2.795
2020,2,Chubut,46,38,1,18,6,5734,108,825.0,158.0,109.0,69.578,22.188,10.537,1.473,614.0,3.999,761.0
2020,2,Córdoba,283,415,86,45,8,7271,836,55.0,168.0,4.383,219.025,125.932,89.53,63.216,325.243,8.971,3.099
2020,2,Corrientes,51,56,3,4,5,4030,119,3.0,72.0,527.0,34.242,22.845,25.844,7.898,22.418,5.02,2.215
2020,2,Entre Ríos,89,99,14,20,11,5654,234,13.0,130.0,3.679,66.758,50.64,42.09,12.856,43.391,14.569,2.045
2020,2,Formosa,22,9,2,15,169,3114,48,0.0,391.0,151.0,23.534,7.109,6.998,961.0,7.475,1.313,1.687
2020,2,Jujuy,33,39,5,952,17,4789,94,0.0,55.0,182.0,30.548,10.519,26.829,209.0,9.417,16.557,1.586
2020,2,La Pampa,9,54,14,11,1,7610,90,116.0,293.0,810.0,71.218,7.531,3.8,1.657,3.377,1.123,803.0
2020,2,La Rioja,17,35,1,250,35,4984,52,3.0,21.0,1.0,37.375,5.661,4.686,73.0,4.336,2.0,1.167
2020,2,Mendoza,92,63,30,16,802,3625,201,615.0,58.0,40.0,142.253,12.439,35.274,3.248,5.422,2.45,927.0
2020,2,Misiones,51,74,3,3,9,4089,140,0.0,71.0,524.0,39.867,23.719,26.445,12.305,28.763,8.646,2.256
2020,2,Neuquén,30,68,11,16,1,6390,126,373.0,218.0,327.0,61.171,6.103,6.625,5.296,46.432,0.0,2.91
2020,2,Río Negro,50,40,10,11,18,5637,129,501.0,114.0,466.0,70.817,3.335,7.498,3.246,26.953,17.057,1.968
2020,2,Salta,60,82,24,5,7,5158,178,2.0,129.0,514.0,41.801,64.463,16.989,7.741,39.594,6.531,2.256
2020,2,San Juan,40,8,6,7,9,3509,70,256.0,48.0,194.0,59.113,917.0,4.908,40.0,127.0,4.43,631.0
2020,2,San Luis,8,8,6,61,36,7841,114,148.0,105.0,0.0,11.439,3.585,1.934,60.889,8.0,35.992,2.102
2020,2,Santa Cruz,13,16,1,7,2,3579,39,197.0,66.0,0.0,26.938,4.166,6.541,546.0,119.0,493.0,659.0
2020,2,Santa Fe,300,382,47,30,19,7000,778,137.0,568.0,2.061,213.054,198.772,96.575,57.236,189.473,20.193,2.393
2020,2,Santiago Del Estero,26,72,355,3,4,4347,105,1.0,133.0,1.779,32.557,57.709,5.178,247.0,3.328,4.516,1.041
2020,2,Tierra Del Fuego,13,26,0,0,310,7637,39,289.0,11.0,0.0,22.325,5.186,3.034,391.0,796.0,7.446,813.0
2020,2,Tucumán,150,10,55,1,762,5178,217,22.0,52.0,97.0,49.028,54.537,34.184,2.246,74.377,2.635,3.27
2020,1,Buenos Aires,673,2,721,85,18,6433,4,5.0,38.215,36.802,1122.034,236.421,247.977,205.78,1802.583,28.935,4.518
2020,1,Capital Federal,184,1,39,4,29,10598,1,1.0,264.0,312.0,169.651,102.254,89.665,85.899,906.009,0.0,5.871
2020,1,Catamarca,22,3,12,261,2,3762,40,1.0,63.0,0.0,8.838,7.543,9.558,408.0,10.299,2.151,2.913
2020,1,Chaco,46,54,12,6,2,3748,120,3.0,308.0,928.0,23.291,19.976,29.851,10.416,28.539,6.917,2.594
2020,1,Chubut,46,27,1,17,5,5127,96,800.0,158.0,109.0,69.586,12.957,7.756,1.24,614.0,4.5,712.0
2020,1,Córdoba,286,406,69,42,9,7069,811,55.0,142.0,5.128,217.229,120.188,95.827,65.733,296.875,9.802,2.939
2020,1,Corrientes,51,53,2,2,5,3873,114,3.0,72.0,527.0,33.479,21.382,26.679,7.351,19.467,4.78,2.054
2020,1,Entre Ríos,90,95,13,19,14,5612,232,13.0,130.0,4.081,72.28,47.132,41.125,11.988,39.794,13.762,1.903
2020,1,Formosa,21,9,2,15,169,3023,46,0.0,1.127,342.0,23.761,6.5,6.564,964.0,6.918,100.0,1.57
2020,1,Jujuy,32,39,3,942,17,4667,92,0.0,55.0,182.0,33.12,9.979,26.693,166.0,7.349,16.545,1.414
2020,1,La Pampa,9,54,14,11,2,7577,89,116.0,293.0,811.0,72.74,7.199,3.029,1.342,2.113,1.618,729.0
2020,1,La Rioja,13,35,0,251,29,4635,48,3.0,21.0,1.0,37.209,5.158,4.64,22.0,1.294,0.0,796.0
2020,1,Mendoza,92,50,28,12,722,3314,183,615.0,58.0,40.0,140.41,12.285,17.489,2.86,3.818,0.0,844.0
2020,1,Misiones,51,69,1,460,11,3902,134,0.0,71.0,524.0,36.622,21.271,26.433,11.581,26.313,10.885,2.215
2020,1,Neuquén,29,66,11,15,729,6185,121,373.0,218.0,327.0,60.152,5.257,7.123,5.399,43.738,0.0,2.777
2020,1,Río Negro,48,38,10,11,18,5512,126,501.0,114.0,466.0,69.154,2.93,7.857,3.199,25.488,17.719,1.906
2020,1,Salta,60,76,23,4,7,4960,170,2.0,129.0,514.0,38.537,63.714,17.991,8.625,34.744,6.441,2.143
2020,1,San Juan,40,6,6,7,5,3239,64,256.0,48.0,194.0,59.787,1.594,1.292,40.0,127.0,4.779,604.0
2020,1,San Luis,8,8,5,58,36,7631,110,148.0,105.0,0.0,11.322,4.164,525.0,58.258,5.0,36.075,2.099
2020,1,Santa Cruz,13,16,1,7,2,3597,39,197.0,67.0,11.0,27.447,4.993,5.169,529.0,119.0,0.0,642.0
2020,1,Santa Fe,302,384,35,30,19,6952,771,137.0,696.0,2.994,217.553,196.826,104.56,48.448,173.823,17.656,2.242
2020,1,Santiago Del Estero,25,70,200,3,5,4247,103,1.0,133.0,1.779,33.086,56.884,3.737,135.0,2.799,4.501,1.0
2020,1,Tierra Del Fuego,13,26,0,0,308,7607,39,289.0,11.0,1.0,22.976,5.024,1.834,196.0,518.0,7.046,741.0
2020,1,Tucumán,143,10,45,1,347,4785,200,22.0,52.0,97.0,49.555,50.383,31.096,1.73,67.536,0.0,3.225
2019,4,Buenos Aires,720,2,669,87,18,6425,4,5.0,33.489,27.537,1177.446,262.297,247.106,452.57,1465.133,20.676,3.077
2019,4,Capital Federal,197,1,36,4,29,10625,1,1.0,307.0,15.0,177.098,110.218,110.852,205.81,753.805,0.0,4.42
2019,4,Catamarca,23,3,10,261,2,3644,38,1.0,63.0,0.0,9.945,7.619,9.305,804.0,7.477,3.098,2.488
2019,4,Chaco,49,54,9,5,2,3684,118,3.0,83.0,0.0,25.899,18.959,30.902,13.516,21.556,6.988,2.337
2019,4,Chubut,47,27,1,15,5,5115,95,810.0,158.0,4.0,69.405,12.945,7.615,1.24,614.0,4.121,699.0
2019,4,Córdoba,297,410,53,38,9,7048,807,55.0,142.0,0.0,232.781,118.232,109.33,114.111,221.742,10.35,2.616
2019,4,Corrientes,53,52,2,2,5,3877,114,3.0,72.0,0.0,35.055,20.62,27.367,9.981,15.744,4.995,1.926
2019,4,Entre Ríos,93,99,13,19,15,5799,239,13.0,47.0,0.0,88.203,44.511,42.962,18.976,30.153,14.178,1.701
2019,4,Formosa,22,9,2,15,169,3047,47,0.0,1.127,191.0,24.606,6.319,6.788,1.766,5.671,243.0,1.453
2019,4,Jujuy,33,38,873,814,17,4538,89,0.0,55.0,0.0,32.92,9.632,26.764,102.0,5.286,14.122,1.296
2019,4,La Pampa,15,57,5,11,2,7692,90,119.0,293.0,313.0,76.747,6.9,1.951,1.287,1.342,1.566,653.0
2019,4,La Rioja,14,35,0,251,29,4714,49,3.0,21.0,0.0,37.846,5.045,4.763,22.0,1.305,0.0,800.0
2019,4,Mendoza,97,50,25,14,730,3365,185,623.0,746.0,9.0,145.139,12.955,15.237,2.165,2.628,6.901,779.0
2019,4,Misiones,53,70,847,441,12,3979,136,0.0,71.0,0.0,39.664,20.84,27.305,15.626,20.799,11.508,2.032
2019,4,Neuquén,30,61,11,14,854,5936,116,376.0,218.0,1.0,57.37,4.439,7.357,12.059,35.001,0.0,2.602
2019,4,Río Negro,50,38,10,11,18,5571,127,504.0,114.0,0.0,71.847,2.797,8.558,6.968,19.837,17.019,1.718
2019,4,Salta,63,76,22,3,8,5035,172,2.0,149.0,1.0,42.159,67.656,15.369,14.17,25.821,7.12,1.908
2019,4,San Juan,41,6,5,7,5,3285,65,259.0,48.0,1.0,60.626,1.594,1.292,40.0,127.0,1.246,604.0
2019,4,San Luis,9,8,6,55,36,7492,108,148.0,105.0,0.0,11.901,4.164,525.0,55.216,3.0,36.287,2.069
2019,4,Santa Cruz,13,16,1,7,2,3671,39,200.0,67.0,0.0,32.368,4.346,2.224,7.0,8.0,350.0,521.0
2019,4,Santa Fe,312,382,27,27,20,6948,769,150.0,698.0,0.0,230.234,190.664,113.527,70.998,135.576,27.472,2.055
2019,4,Santiago Del Estero,25,71,200,3,5,4292,104,1.0,133.0,908.0,34.911,56.309,3.756,105.0,2.449,5.017,979.0
2019,4,Tierra Del Fuego,13,27,0,0,310,7970,40,291.0,11.0,0.0,23.593,5.05,1.848,139.0,1.962,7.789,727.0
2019,4,Tucumán,147,11,40,725,348,4765,199,23.0,55.0,0.0,54.544,52.017,28.916,6.405,56.707,0.0,2.987
2019,3,Buenos Aires,1,2,425,86,27,6936,4,10.0,238.92,44.648,1432.722,222.812,260.506,483.572,1246.209,42.294,2.568
2019,3,Capital Federal,300,1,25,4,31,11265,1,3.0,104.0,368.0,269.704,120.924,138.011,258.591,655.108,0.0,3.871
2019,3,Catamarca,24,6,13,244,2,3088,32,9.0,34.0,43.0,14.449,9.285,6.333,72.0,15.0,2.151,929.0
2019,3,Chaco,50,49,8,5,2,3585,114,13.0,69.0,1.216,32.764,28.198,13.336,12.987,16.74,6.917,1.999
2019,3,Chubut,37,27,2,15,8,4757,87,2.0,74.0,840.0,62.68,13.033,7.171,1.24,614.0,4.5,697.0
2019,3,Córdoba,308,399,30,37,9,6859,783,107.0,83.0,5.824,240.151,106.651,118.486,146.247,157.546,7.353,2.319
2019,3,Corrientes,53,50,2,2,5,3849,113,10.0,10.0,597.0,42.231,29.628,10.348,10.388,12.674,4.78,1.67
2019,3,Entre Ríos,95,96,13,19,15,5790,238,45.0,19.0,4.446,99.656,56.161,17.064,21.216,22.645,15.107,1.47
2019,3,Formosa,22,8,1,14,162,3011,46,0.0,1.11,349.0,24.943,6.049,7.117,2.262,4.443,100.0,1.322
2019,3,Jujuy,33,36,274,812,17,4432,87,1.0,27.0,885.0,31.722,9.24,26.835,56.0,3.671,16.545,1.197
2019,3,La Pampa,19,53,5,11,2,7745,91,269.0,237.0,3.289,75.849,5.922,1.611,1.359,941.0,1.618,572.0
2019,3,La Rioja,14,35,11,251,41,4794,50,18.0,9.0,10.0,38.657,4.786,4.887,22.0,1.307,0.0,800.0
2019,3,Mendoza,149,54,7,13,2,4074,223,1.0,21.0,1.269,206.821,2.958,10.093,1.263,349.0,0.0,611.0
2019,3,Misiones,54,66,829,419,12,3933,134,0.0,47.0,1.928,43.53,29.375,11.256,16.107,16.65,12.206,1.793
2019,3,Neuquén,43,60,6,14,3,6414,123,2.0,45.0,2.258,62.909,4.586,9.597,16.923,28.458,122.0,2.375
2019,3,Río Negro,67,37,10,11,19,6342,143,904.0,47.0,1.234,87.435,2.348,9.779,10.176,15.505,17.719,1.598
2019,3,Salta,66,74,733,2,9,4448,152,1.0,49.0,900.0,43.16,62.23,14.309,11.418,12.357,7.515,1.475
2019,3,San Juan,52,7,1,7,6,3706,73,563.0,22.0,171.0,68.315,2.245,1.267,41.0,128.0,4.779,604.0
2019,3,San Luis,13,11,350,62,36,8523,122,291.0,57.0,100.0,18.643,5.113,467.0,62.242,5.0,36.075,1.974
2019,3,Santa Cruz,11,17,969,7,3,3563,38,328.0,28.0,84.0,31.612,4.472,1.203,27.0,4.0,0.0,502.0
2019,3,Santa Fe,319,377,19,24,21,6887,761,228.0,640.0,8.184,242.454,193.286,107.068,84.325,97.082,19.537,1.817
